Journal,Link,Since
Canadian Scientific Journal,http://csjournal.ca/,2025-06-20 17:37:18
Cancer Research Frontiers,http://cancer-research-frontiers.org/,2025-06-20 17:37:18
Cancers,https://www.mdpi.com/journal/cancers,2025-06-20 17:37:18
Cardiogenetics,https://www.mdpi.com/journal/cardiogenetics,2025-06-20 17:37:18
Cardiology and Cardiovascular Medicine,http://www.cardiolcardiovascmed.com/,2025-06-20 17:37:18
Cardiology Research and Practice,https://www.hindawi.com/journals/crp/,2025-06-20 17:37:18
Cardiovascular Therapeutics,https://www.hindawi.com/journals/cdtp/,2025-06-20 17:37:18
Caribbean Journal of Science and Technology,http://caribjscitech.com/,2025-06-20 17:37:18
Case Reports in Anesthesiology,https://www.hindawi.com/journals/cria/,2025-06-20 17:37:18
Case Reports in Cardiology,https://www.hindawi.com/journals/cric/,2025-06-20 17:37:18
Case Reports in Clinical Medicine,https://www.scirp.org/journal/crcm,2025-06-20 17:37:18
Case Reports in Critical Care,https://www.hindawi.com/journals/cricc/,2025-06-20 17:37:18
Case Reports in Dentistry,https://www.hindawi.com/journals/crid/,2025-06-20 17:37:18
Case Reports in Dermatological Medicine,https://www.hindawi.com/journals/cridm/,2025-06-20 17:37:18
Case Reports in Emergency Medicine,https://www.hindawi.com/journals/criem/,2025-06-20 17:37:18
Case Reports in Endocrinology,https://www.hindawi.com/journals/crie/,2025-06-20 17:37:18
Case Reports in Gastrointestinal Medicine,https://www.hindawi.com/journals/crigm/,2025-06-20 17:37:18
Case Reports in Genetics,https://www.hindawi.com/journals/crig/,2025-06-20 17:37:18
Case Reports in Hematology,https://www.hindawi.com/journals/crihem/,2025-06-20 17:37:18
Case Reports in Hepatology,https://www.hindawi.com/journals/crihep/,2025-06-20 17:37:18
Case Reports in Immunology,https://www.hindawi.com/journals/crii/,2025-06-20 17:37:18
Case Reports in Infectious Diseases,https://www.hindawi.com/journals/criid/,2025-06-20 17:37:18
Case Reports in Medicine,https://www.hindawi.com/journals/crim/,2025-06-20 17:37:18
Case Reports in Nephrology,https://www.hindawi.com/journals/crin/,2025-06-20 17:37:18
Case Reports in Neurological Medicine,https://www.hindawi.com/journals/crinm/,2025-06-20 17:37:18
Case Reports in Obstetrics and Gynecology,https://www.hindawi.com/journals/criog/,2025-06-20 17:37:18
Case Reports in Oncological Medicine,https://www.hindawi.com/journals/crionm/,2025-06-20 17:37:18
Case Reports in Ophthalmological Medicine,https://www.hindawi.com/journals/criopm/,2025-06-20 17:37:18
Case Reports in Orthopedics,https://www.hindawi.com/journals/crior/,2025-06-20 17:37:18
Case Reports in Otolaryngology,https://www.hindawi.com/journals/criot/,2025-06-20 17:37:18
Case Reports in Pathology,https://www.hindawi.com/journals/cripa/,2025-06-20 17:37:18
Case Reports in Pediatrics,https://www.hindawi.com/journals/cripe/,2025-06-20 17:37:18
Case Reports in Psychiatry,https://www.hindawi.com/journals/crips/,2025-06-20 17:37:18
Case Reports in Pulmonology,https://www.hindawi.com/journals/cripu/,2025-06-20 17:37:18
Case Reports in Radiology,https://www.hindawi.com/journals/crira/,2025-06-20 17:37:18
Case Reports in Rheumatology,https://www.hindawi.com/journals/crirh/,2025-06-20 17:37:18
Case Reports in Surgery,https://www.hindawi.com/journals/cris/,2025-06-20 17:37:18
Case Reports in Transplantation,https://www.hindawi.com/journals/crit/,2025-06-20 17:37:18
Case Reports in Urology,https://www.hindawi.com/journals/criu/,2025-06-20 17:37:18
Case Reports in Vascular Medicine,https://www.hindawi.com/journals/crivam/,2025-06-20 17:37:18
Case Reports in Veterinary Medicine,https://www.hindawi.com/journals/crivem/,2025-06-20 17:37:18
Case Study and Case Report,http://www.scopemed.org/?jid=23,2025-06-20 17:37:18
Catalysts,https://www.mdpi.com/journal/catalysts,2025-06-20 17:37:18
CCAMLR Science (hijacker of a legitimate journal),http://www.ccamlrscience.com/,2025-06-20 17:37:18
Cell Medicine (published by Cognizant Communication Corporation),https://www.cognizantcommunication.com/journal-titles/cell-medicine,2025-06-20 17:37:18
CellBio,https://www.scirp.org/journal/cellbio,2025-06-20 17:37:18
Cells,https://www.mdpi.com/journal/cells,2025-06-20 17:37:18
Cellular and Molecular Biology also here,http://www.cellmolbiol.com/,2025-06-20 17:37:18
Cellular Microbiology,https://www.hindawi.com/journals/cmi/,2025-06-20 17:37:18
Centrum,http://www.centrum.mk/,2025-06-20 17:37:18
Ceramics,https://www.mdpi.com/journal/ceramics,2025-06-20 17:37:18
Challenges,https://www.mdpi.com/journal/challenges,2025-06-20 17:37:18
ChemEngineering,https://www.mdpi.com/journal/ChemEngineering,2025-06-20 17:37:18
Chemical Science Transactions,http://www.e-journals.in/,2025-06-20 17:37:18
Chemistry,https://www.mdpi.com/journal/chemistry,2025-06-20 17:37:18
Chemistry Proceedings *,https://www.mdpi.com/journal/chemproc,2025-06-20 17:37:18
Chemistry Research Journal,http://chemrj.org/,2025-06-20 17:37:18
Chemosensors,https://www.mdpi.com/journal/chemosensors,2025-06-20 17:37:18
Children,https://www.mdpi.com/journal/children,2025-06-20 17:37:18
Chinese Medicine,https://www.scirp.org/journal/cm,2025-06-20 17:37:18
Chinese Studies,https://www.scirp.org/journal/chnstd,2025-06-20 17:37:18
Chips,https://www.mdpi.com/journal/chips,2025-06-20 17:37:18
Circuits and Systems,https://www.scirp.org/journal/cs,2025-06-20 17:37:18
Civicae,https://www.cognitionis.inf.br/index.php/civicae,2025-06-20 17:37:18
CivilEng,https://www.mdpi.com/journal/civileng,2025-06-20 17:37:18
Clean Technologies,https://www.mdpi.com/journal/cleantechnol,2025-06-20 17:37:18
Climate,https://www.mdpi.com/journal/climate,2025-06-20 17:37:18
Clinical and Translational Neuroscience,https://www.mdpi.com/journal/ctn,2025-06-20 17:37:18
Clinics and Practice,https://www.mdpi.com/journal/clinpract,2025-06-20 17:37:18
Clinics in Oncology,http://www.clinicsinoncology.com/,2025-06-20 17:37:18
Clinics in Surgery,http://www.clinicsinsurgery.com/,2025-06-20 17:37:18
Clocks & Sleep,https://www.mdpi.com/journal/clockssleep,2025-06-20 17:37:18
Coasts,https://www.mdpi.com/journal/coasts,2025-06-20 17:37:18
Coatings,https://www.mdpi.com/journal/coatings,2025-06-20 17:37:18
Colloids and Interfaces,https://www.mdpi.com/journal/colloids,2025-06-20 17:37:18
Colorants,https://www.mdpi.com/journal/colorants,2025-06-20 17:37:18
Columban Journal of Life Sciences,http://cjlscience.org/,2025-06-20 17:37:18
Commodities,https://www.mdpi.com/journal/commodities,2025-06-20 17:37:18
Communications and Network,https://www.scirp.org/journal/cn,2025-06-20 17:37:18
Communications on Applied Electronics (CAE),http://www.caeaccess.org/,2025-06-20 17:37:18
Complexity,https://www.hindawi.com/journals/complexity/,2025-06-20 17:37:18
Complications,https://www.mdpi.com/journal/complications,2025-06-20 17:37:18
Compounds,https://www.mdpi.com/journal/compounds,2025-06-20 17:37:18
Computation,https://www.mdpi.com/journal/computation,2025-06-20 17:37:18
Computational and Mathematical Methods,https://www.hindawi.com/journals/cmm/,2025-06-20 17:37:18
Computational and Mathematical Methods in Medicine,https://www.hindawi.com/journals/cmmm/,2025-06-20 17:37:18
Computational Chemistry,https://www.scirp.org/journal/cc,2025-06-20 17:37:18
Computational Intelligence and Neuroscience,https://www.hindawi.com/journals/cin/,2025-06-20 17:37:18
Computational Molecular Bioscience,https://www.scirp.org/journal/cmb,2025-06-20 17:37:18
Computational Research Progress in Applied Science & Engineering,http://www.crpase.com/,2025-06-20 17:37:18
"Computational Water, Energy, and Environmental Engineering",https://www.scirp.org/journal/cweee,2025-06-20 17:37:18
Computer Science Chronicle,http://www.cschronicle.org/,2025-06-20 17:37:18
Computer Science Journal,http://comsj.org/,2025-06-20 17:37:18
Computer Sciences & Mathematics Forum *,https://www.mdpi.com/journal/csmf,2025-06-20 17:37:18
Computers,https://www.mdpi.com/journal/computers,2025-06-20 17:37:18
"Concepts in Magnetic Resonance Part A, Bridging Education and Research",https://www.hindawi.com/journals/cmra/,2025-06-20 17:37:18
"Concepts in Magnetic Resonance Part B, Magnetic Resonance Engineering",https://www.hindawi.com/journals/cmrb/,2025-06-20 17:37:18
Condensed Matter,https://www.mdpi.com/journal/condensedmatter,2025-06-20 17:37:18
Conservation,https://www.mdpi.com/journal/conservation,2025-06-20 17:37:18
Construction Materials,https://www.mdpi.com/journal/constrmater,2025-06-20 17:37:18
Contemporary Research in India,http://www.contemporaryresearchindia.net/,2025-06-20 17:37:18
Contemporary Sociological Global Review (CSGR),http://www.csgr.syllabapress.us/index.html,2025-06-20 17:37:18
Contrast Media & Molecular Imaging,https://www.hindawi.com/journals/cmmi/,2025-06-20 17:37:18
Contribuciones a Las Ciencias Sociales,https://ojs.revistacontribuciones.com/ojs/index.php/clcs,2025-06-20 17:37:18
Core Evidence (published by Dove Press),https://www.dovepress.com/core-evidence-journal,2025-06-20 17:37:18
Corrosion and Materials Degradation,https://www.mdpi.com/journal/cmd,2025-06-20 17:37:18
Cosmetics,https://www.mdpi.com/journal/cosmetics,2025-06-20 17:37:18
COVID,https://www.mdpi.com/journal/covid,2025-06-20 17:37:18
Creative Education,https://www.scirp.org/journal/ce,2025-06-20 17:37:18
Critical Care Research and Practice,https://www.hindawi.com/journals/ccrp/,2025-06-20 17:37:18
Crops,https://www.mdpi.com/journal/crops,2025-06-20 17:37:18
Cryptography,https://www.mdpi.com/journal/cryptography,2025-06-20 17:37:18
Crystal Structure Theory and Applications,https://www.scirp.org/journal/csta,2025-06-20 17:37:18
Crystals,https://www.mdpi.com/journal/crystals,2025-06-20 17:37:18
Cumhuriyet Science Journal,http://dergi.cumhuriyet.edu.tr/cumuscij/index,2025-06-20 17:37:18
Current Biomarker Findings (published by Dove Press),https://www.dovepress.com/current-biomarker-findings-journal,2025-06-20 17:37:18
Current Biotica,http://www.currentbiotica.com/,2025-06-20 17:37:18
Current Botany,http://currentbotany.org/index.php/currbotany/,2025-06-20 17:37:18
Current Discovery,http://www.ijcdi.com/,2025-06-20 17:37:18
Current Gerontology and Geriatrics Research,https://www.hindawi.com/journals/cggr/,2025-06-20 17:37:18
Current Issues in Molecular Biology,https://www.mdpi.com/journal/cimb,2025-06-20 17:37:18
Current Journal of Applied Science and Technology (CJAST) (associated with ScienceDomain International),https://www.journalcjast.com/index.php/CJAST/index,2025-06-20 17:37:18
Current Neurobiology (Journal of Current Neurobiology),http://currentneurobiology.org/,2025-06-20 17:37:18
Current Oncology,https://www.mdpi.com/journal/curroncol,2025-06-20 17:37:18
Current Science,http://currentscience.org/,2025-06-20 17:37:18
Current Trends in Technology and Sciences (CTTS),http://www.ctts.in/,2025-06-20 17:37:18
Current Urban Studies,https://www.scirp.org/journal/cus,2025-06-20 17:37:18
Dairy,https://www.mdpi.com/journal/dairy,2025-06-20 17:37:18
Danish Scientific Journal (DSJ),http://www.danish-journal.com/,2025-06-20 17:37:18
Data,https://www.mdpi.com/journal/data,2025-06-20 17:37:18
DAV International Journal of Science (DAVIJS),http://davjournal.com/,2025-06-20 17:37:18
Degenerative Neurological and Neuromuscular Disease (published by Dove Press),https://www.dovepress.com/degenerative-neurological-and-neuromuscular-disease-journal,2025-06-20 17:37:18
Dentistry Journal,https://www.mdpi.com/journal/dentistry,2025-06-20 17:37:18
Depression and Anxiety,https://www.hindawi.com/journals/da/,2025-06-20 17:37:18
Depression Research and Treatment,https://www.hindawi.com/journals/drt/,2025-06-20 17:37:18
Der Pharma Chemica,http://derpharmachemica.com/,2025-06-20 17:37:18
Dermato,https://www.mdpi.com/journal/dermato,2025-06-20 17:37:18
Dermatologic Therapy,https://www.hindawi.com/journals/dth/,2025-06-20 17:37:18
Dermatology Research and Practice,https://www.hindawi.com/journals/drp/,2025-06-20 17:37:18
Dermatopathology,https://www.mdpi.com/journal/dermatopathology,2025-06-20 17:37:18
Designs,https://www.mdpi.com/journal/designs,2025-06-20 17:37:18
Detection,https://www.scirp.org/journal/detection,2025-06-20 17:37:18
Diabetology,https://www.mdpi.com/journal/diabetology,2025-06-20 17:37:18
Diagnostics,https://www.mdpi.com/journal/diagnostics,2025-06-20 17:37:18
Dietetics,https://www.mdpi.com/journal/dietetics,2025-06-20 17:37:18
Digital,https://www.mdpi.com/journal/digital,2025-06-20 17:37:18
Direct Research Journals,http://directresearchjournals.org/index.html,2025-06-20 17:37:18
Disabilities,https://www.mdpi.com/journal/disabilities,2025-06-20 17:37:18
Discrete Dynamics in Nature and Society,https://www.hindawi.com/journals/ddns/,2025-06-20 17:37:18
Disease Markers,https://www.hindawi.com/journals/dm/,2025-06-20 17:37:18
Diseases,https://www.mdpi.com/journal/diseases,2025-06-20 17:37:18
Disseminate Knowledge,http://www.sjvndk.com/,2025-06-20 17:37:18
Diversity,https://www.mdpi.com/journal/diversity,2025-06-20 17:37:18
Diyala Journal for Pure Science (DJPS),http://www.sciencesmag.uodiyala.edu.iq/,2025-06-20 17:37:18
DNA,https://www.mdpi.com/journal/dna,2025-06-20 17:37:18
Drones,https://www.mdpi.com/journal/drones,2025-06-20 17:37:18
Drugs and Drug Candidates,https://www.mdpi.com/journal/ddc,2025-06-20 17:37:18
Dynamics,https://www.mdpi.com/journal/dynamics,2025-06-20 17:37:18
Dystonia,https://www.frontiersin.org/journals/dystonia,2025-06-20 17:37:18
Earth,https://www.mdpi.com/journal/earth,2025-06-20 17:37:18
East European Science Journal (Czasopismo Naukowe),http://eesa-journal.com/en/,2025-06-20 17:37:18
Eastern Academic Journal,http://www.e-acadjournal.org/,2025-06-20 17:37:18
Eastern European Scientific Journal,http://journale.auris-verlag.de/index.php/EESJ,2025-06-20 17:37:18
Ecoforum,http://www.ecoforumjournal.ro/index.php/eco,2025-06-20 17:37:18
Ecoletra.com Scientific eJournal,http://ebook.ecoletra.com/ecoletra-com-scientific-ejournal,2025-06-20 17:37:18
Ecologies,https://www.mdpi.com/journal/ecologies,2025-06-20 17:37:18
Econometrics,https://www.mdpi.com/journal/econometrics,2025-06-20 17:37:18
Economies,https://www.mdpi.com/journal/economies,2025-06-20 17:37:18
Education Reform Journal (new website here),http://www.erjournal.org/,2025-06-20 17:37:18
Education Research International,https://www.hindawi.com/journals/edri/,2025-06-20 17:37:18
Education Sciences,https://www.mdpi.com/journal/education,2025-06-20 17:37:18
Educationis,https://sustenere.inf.br/index.php/educationis,2025-06-20 17:37:18
EDUVED Global Management Research (GMR),http://egmr.eduved.org/,2025-06-20 17:37:18
"Eduved, International Journal of Interdisciplinary Research",http://www.eduved.org/,2025-06-20 17:37:18
E-Health Telecommunication Systems and Networks,https://www.scirp.org/journal/etsn,2025-06-20 17:37:18
Electricity,https://www.mdpi.com/journal/electricity,2025-06-20 17:37:18
Electrochem,https://www.mdpi.com/journal/electrochem,2025-06-20 17:37:18
Electronic Journal of Biology (eJBio),http://www.ejbio.com/,2025-06-20 17:37:18
Electronic Journal of Engineering and Technology (EJET),http://www.ejet.org.uk/index.html,2025-06-20 17:37:18
Electronic Journal of Vocational Colleges,http://www.ejovoc.org/default.aspx,2025-06-20 17:37:18
Electronic Materials,https://www.mdpi.com/journal/electronicmat,2025-06-20 17:37:18
Electronics,https://www.mdpi.com/journal/electronics,2025-06-20 17:37:18
E-Library Science Research Journal,http://lsrj.in/Default1.aspx,2025-06-20 17:37:18
Elixir International Journal (formerly Elixir Online Journal),http://www.elixirpublishers.com/,2025-06-20 17:37:18
Emergency Medicine International,https://www.hindawi.com/journals/emi/,2025-06-20 17:37:18
Encyclopedia,https://www.mdpi.com/journal/encyclopedia,2025-06-20 17:37:18
Endocrines,https://www.mdpi.com/journal/endocrines,2025-06-20 17:37:18
Energies,https://www.mdpi.com/journal/energies,2025-06-20 17:37:18
Energy and Power Engineering,https://www.scirp.org/journal/epe,2025-06-20 17:37:18
Eng,https://www.mdpi.com/journal/eng,2025-06-20 17:37:18
Engineering,https://www.scirp.org/journal/eng,2025-06-20 17:37:18
Engineering & IT Journal (EIT Journal),http://www.eitjournal.com/,2025-06-20 17:37:18
Engineering Physics and Thermodynamics Journal,http://djphys.org/,2025-06-20 17:37:18
Engineering Proceedings *,https://www.mdpi.com/journal/engproc,2025-06-20 17:37:18
Engineering Research Journal,http://www.mnf-eng.com/,2025-06-20 17:37:18
Engineering Sciences,https://sustenere.inf.br/index.php/engineeringsciences,2025-06-20 17:37:18
Entomology and Applied Science Letters (EASL),http://easletters.com/,2025-06-20 17:37:18
Entrepreneurship,https://sustenere.inf.br/index.php/entrepreneurship,2025-06-20 17:37:18
Entropy,https://www.mdpi.com/journal/entropy,2025-06-20 17:37:18
Environmental Sciences Proceedings *,https://www.mdpi.com/journal/environsciproc,2025-06-20 17:37:18
